Name;Synonyms;Type
Chardonnay;Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander;White
Chasan;EM 1527-78;White
Chasselas / Fendant / Gutedel / Weisser Gutedel;Abelione, Abelone, Albilloidea, Alsacia blanca, Amber Chasselas, Amber Muscadine, Bar sur Aube, Bela Glera, Bela Zlahtnina, Berezka Prostaya, Berioska Casla, Beyaz Gutedel, Biela Plemenika Praskava, Biela Plemincka Chrapka, Biela Plemincka Pruskawa, Blanchette, Blanquette, Bon blanc, Bordo, Bournet, Bournot, Chablais, Charapka, Chasselas, Chasselas Angevin, Chasselas bianco, Chasselas Blanc Royal, Chasselas Blanchette, Chasselas Crognant, Chasselas Croquant, Chasselas de Bar-sur-Aube, Chasselas de Bordeaux, Chasselas de Florence, Chasselas de Fontainebleau, Chasselas de Jalabert, Chasselas de la Contrie, Chasselas de la Naby, Chasselas de Moissac, Chasselas de Montauban, Chasselas de Mornain, Chasselas de Pondichéry, Chasselas de Pontchartrain, Chasselas de Pouilly, Chasselas de Quercy, Chasselas de Rappelo, Chasselas de Tenerife, Chasselas de Teneriffe, Chasselas de Thomeri, Chasselas de Toulaud, Chasselas de Vaud, Chasselas di Fountanbleau, Chasselas di Thomery, Chasselas Dorada, Chasselas Dorato, Chasselas Dore, Chasselas Dore Hatif, Chasselas Dore Salomon, Chasselas du Doubs, Chasselas du Portugal, Chasselas du Roi, Chasselas du Serail, Chasselas du Thor, Chasselas Dugommier, Chasselas Dur, Chasselas Fendant, Chasselas Hatif de Tenerife, Chasselas Haute Selection, Chasselas Jalabert, Chasselas Jaune Cire, Chasselas Piros, Chasselas Plant Droit, Chasselas Queen Victoria, Chasselas Reine Victoria, Chasselas Salsa, Chasselas Tokay Angevine, Chasselas Vert de la Cote, Chasselas White, Chasselat, Chrupka, Chrupka Biela, Chrupka Bila, Common Muscadine, Danka Belaya, Dinka Belaya, Dinka blanche, Dobrorozne, Doppelte Spanische, Dorin, Doucet, Eau Douce blanche, Edelschoen, Edelwein, Edelweiss, Edelxeiss, Elsaesser, Elsasser Weiss, Fabian, Fabiantraube, Fábiánszőlő, Fehér Chasselas, Fehér Fábiánszőlő, Fehér gyöngyszőlő, Fehér ropogós, Fendant, Fendant blanc, Fendant Roux, Fendant vert, Florenci Jouana, Fondan Belyi, Franceset, Franceseta, Frauentraube, Gamet, Gelber Gutedel, Gemeiner Gutedel, Gentil blanc, Gentil vert, Golden Bordeaux, Golden Chasselas, Grossblaettrige Spanische, Grosse Spanische, Grosser Spaniger, Gruener Gutedel, Gutedel, Gutedel Weiss, Gutedel Weisser, Gyöngyszőlő, Junker, Koenigs Gutedel, Kracher, Krachgutedel, Krachmost, Lardot, Lourdot, Maisa, Marzemina bianca, Marzemina Niduca, Morlenche, Mornan blanc, Mornen, Mornen blanc, Most, Most Rebe, Moster, Pariser Gutedel, Perlan, Pinzutella, Plamenka Belyi, Plant de Toulard, Plant de Toulaud, Plemenika Praskava, Plemenka, Plemenka Bela, Plemenka Rana, Pleminka Biela, Praskava, Pruscava Biela, Queen Victoria, Queen Victoria White, Raisin D'officier, Ranka, Rebe Herrn Fuchses, Reben Herm Fuchs, Reben Herrn, Rheinrebe, Rosmarinentraube, Rosmarintraube, Royal Muscadine, Sasla, Sasla Bela, Schoenedel, Shasla Belaya, Shasla Dore, Shasla Lechebnaya, Shasla Viktoria, Silberling, Silberweiss, Silberweissling, Silberwissling, Strapak, Suessling, Suesstraube, Sweetwater, Sweetwater White, Temprano, Temprano blanco, Terravin, Tribi Vognoble, Tribiano Tedesco, Ugne, Uslechtile Bile, Valais blanc, Viala, Viviser, Waelsche, Waelscher, Weisser Gutedel, Weisser Krachgutedel, White Chasselas, White Muscadine, White Sweetwater, White Van der Laan, Zlahtina, Zlahtnina, Zlahtnina Bijela, Zlatina, and Zupljanka;White
Chenel;;White
Chenin blanc / Pineau de la Loire / Steen;Agudelo (in Spain), Agudillo (Spain), Anjou, Blanc d'Aunis, Blanc d’Anjou, Capbreton blanc (Landes, France), Confort, Coue Fort, Cruchinet, Cugnette, Feher Chenin, Franc blanc (Aveyron, France), Franche, Gamet blanc (Aveyron, France), Gros Chenin (in Maine-et-Loire and Indre-et-Loire), Gros Pineau (in Touraine), Gros Pinot Blanc de la Loire, Gout Fort, Luarskoe, Pineau d'Anjou (in Mayenne), Pineau de Briollay, Pineau de la Loire (in Indre-et-Loire), Pineau de Savennières, Pineau Gros, Pineau Gros de Vouvray, Pineau Nantais, Plant d’Anjou (in Indre-et-Loire), Plant de Brézé, Plant de Salces, Plant de Salles, Plant du Clair de Lune, Quefort, Rajoulin, Ronchalin, Rouchelein, Rouchelin (in Gironde and Périgord), Rouchalin, Rougelin, Steen (South Africa), Stein, Tête de Crabe, Vaalblaar Stein and Verdurant;White
Clairette;AG Cleret, AG Kleret, Blanc Laffite, Blanket, Blanquette, Blanquette De Limoux, Blanquette du Midi, Blanquette Velue, Bon Afrara, Bou Afrara, Branquete, Cibade, Clairette, Clairette d'Aspiran, Clairette De Limoux, Clairette De Trans, Clairette Pointue, Clairette Pounchoudo, Clairette verte, Clarette, Clerette, Colle Musquette, Cotticour, Feher Clairette, Feher Kleret, Gaillard blanc, Granolata, Klaretto bianko, Kleret, Kleret Belyi, Kleret de Limu, Muscade, Osianka, Ousianka, Ovsyaika, Ovsyanka, Petit blanc, Petit Kleret, Petite Clairette, Poupe De Gate, Pti Blan d'Obena, Seidentraube, Shalos Zolotistyi, Uva Gijona, Vivsianka, Vivsyanca and Vivsyanka;White
Claret de Gers / Claret de Gascogne;;White
Claverie;Bouguieu, Chalosse Blanche, Chaloussenc, Clabarien, Clabérieu, Clabéria, Claverie Blanc and Claverie vert;White
Cococciola;Cacciola, Cacciuolo and Cociumella;White
Cocur;;White
Coda di Pecora;Coda di Volpe;White
Coda di Volpe / Guarnaccia bianca;Alopecis, Cianca rossa, Coada Vulpi, Coda di Pecora, Coda di Volpe bianca, Coda di Volpe de Maddaloni, Coda di Vulpe durante, Crapettone, Durante, Falerno, Guarnaccia bianca, Lisica opasca bjelaja, Lisitcha opachka biala, Pallagrello and Pallegrello bianco;White
Colombard;Bardero, Blanc Emery, Blanquette, Bon blanc, Koejawel bom, Chabrier vert, Charbrier vert, Colombar, Colombeau, Colombie, Colombier, Coulombier, Cubzadais, Donne rousse, Donne verte, French Colombard, Gros Blanc Doux, Gros Blanc Roux, Guenille, Kolombar, Martin Cot, Pied Tendre, Quene Tendre, Quene vert, Queue Tendre, Queue verte, and West's White Prolific;White
Completer;Lafnaetscha, Lafnetscha, Lafnetsela, Lindauer, Malans, Malanstraube, Malanstraube Weisse, Räuschling Edelweiss, Zürichersee, Zürichseer, Zürirebe, and Zürichersee;White
Cortese;Bianca Fernanda, Corteis, Cortese Bianca, Cortese Bianco, Cortese d'Asti, Cortese dell'Astigliano, Courteis, Cortesi, Courteisa, Fernanda Bianca, and Raverusto;White
Crato / Crato bianco;;White
Courbu / Xuri Zerratua / Bordelesa Zuri;Bordeleza Zuria, Chacoli Zuria, Cougnet, Courbeau, Courbi blanc, Courbies, Courbis, Courbu, Courbu Gros, Courbut, Courbut blanc, Courtoisie, Ondaria Zuria and Vieux Pacherenc;White
Criolla Grande;Criolla Grande Sanjuanina, Criolla San Juanino, Criolla Sanjuanina, Italia, Sanjuanina Rosada, and Uva Tierna;White
Crouchen / Clare Riesling / Cape Riesling;Basque, Cape Riesling, Cheri Cerratia, Clare Riesling, Cougnet, Crochenta, Crouchen Blanc, Cruchen, Cruchen Blanc, Cruchenta, Cruchenton Blanc, Grand Blanc, Kaapse Riesling, Messanges Blanc, Navarre Blanc, Paarl Riesling, Riesling, Riesling Vert, S A Riesling, Sable Blanc, Sales Blanc, Trouchet Blanc, and Zurizerratia;White
Pearl of Csaba;Csaba gyöngye, Csabagyöngye, Perla Czabanska, Perla di Csaba, Perle di Csaba, Perle von Csaba, жэмчуг сабa/Zhemchug csaba, Венгерский мускатный ранний/Vengerskiy muskatnyy ranniy;White
Cserszegi fűszeres;;White
Cygne blanc;;White
Dattier;;White
Debina;Dempina, Ntempina, and Zitsa;White
Debit;;White
Diagalves;;White
Dimiat;Ahorntraube, Beglerdia, Beglezsia, Bekaszaju, Bekaszölö, Belezsi, Belina, Belina krupna, Belogollandskii, Belogollanskii, Bemena, Bois Jaune, Damiat, Damjat, Damjat bial, Debela lipovina, Dertonia, Dertonija, Dertonilia, Dimiate, Dimjat, Drobna Lipovscina, Dymiat, Fehér Szemendriai, Galan, Koplik, Krupna belina, Laschka, Laska belina, Mana Kuki, Misket de Silven, Misket Slivenski, Nagyvögü, Pamid, Pamit, Parmac, Plovdina, Plovdina esküska, Plovdina eskulska, Saricibuk, Plovdiska, Podbelec, Podbeuz, Radoviska plovdina, Roscara, Rosiora, Saratchobok, Saridzibuk, Semendra, Semendria, Semendru, Senederevka, Smederevka, Smederevka bianca, Smederevka bijela, Smederevka white, Szemendriai féher, Szemendriai Zöld, Szemendrianer, Tök szöllö, Töksölö, Tökszölö, Töröklugas, Wippacher, Wippacher ahornblättrig, Yapalaki, Zarja, Zmedervka, Zoumiatico, Zoumiatis, Zumjat, Zumjatiko and Zumyat;White
Dinka;Bakar, Chtein Chiler, Crvena Dinka, Crvena Ruzica, Dinka Crvena, Dinka Mala, Dinka Rouge, Fleichstraube, Fleischtraube, Hajnalpiros, Kamena Dinka, Kamenoruziak Cerveny, Kamenoruzijak Cerveni, Kevidinka, Kövidinka, Kövidinka Rose, Kövidinka Rosovaia, Kövis Dinka, Kovidinka, Kovidinka Rose, Kovidinka Rozovaya, Kubinyi, Mala Dinka, Pankota, Pirca Voeroes, Piros Koevidinka, Raisin de Rose, Rosentraube, Roujitsa, Rusica, Ruzhitsa, Ruzica, Ruzica Crvena, Ruzike Cervena, Ruzsica, Ruzsitza, Schiller, Shtein Shiller, Sremska Ruzica, Steinschiller, Steinschiller Rother, Steinschiller Roz, Vörös Dinka, Vorosz Dinka, Werschätzer, and Werschatzer;White
Doña Blanca;Alvaro de Soire, Alvaro de Sousa, Boal, Boal Cachudo, Colhao de Gallo, Dame Blanche, Doña Branca, Graciolo, Graciosa, Graziolo, Malvasia Branca, Malvasia Grosso, Moza Fresca, Santo Estevao, Valenciana, Voal Cachudo and Voal Esparrapado;White
Donzelinho branco;Donzellinho branco, Donzelyhno, Terrantes and Terrantez;White
Doradilla (grape);;White
Doradillo;;White
Drupeggio;Bottaio bianco (in Tuscany), Cacinello, Cacciumo (in the province of Campobasso in Molise), Canaiolo bianco, Canajola, Canina (in the province of Ascoli Piceno in the Marche), Drupeccio (in Orvieto), Lupeccio, Trupeccio (in Orvieto), Uva dei Cani (in Ascoli Piceno) and Volpicchio (in Tuscany);White
Durella;Cagnina, Duracino, Durella bianca, Durello, Durelo, Durola bianca, Rabbiosa, Rabiosa, Rabiosa di Asolo, and Raboso Piava;White
Ehrenfelser;;White
Elbling;Albana, Albe, Alben, Albig, Albuelin, Albuelis, Allemand, Allemand Blanc, Alsacien, Alva, Argentin, Biela Zrebnina, Bielovacka, Bielovcka, Blesec, Blesez, Bourgeois, Burgauer, Burgeger, Burgegger, Burger, Burger Elbling, Burgundertraube Gruen, Burgyre, Dickelbling, Elbai Feher, Elbe, Elbele, Elben, Elben Feher, Elber, Elbling Weiss, Elbinger, Elmene, Facum, Facun, Facun Blanc, Farantbily, Faucun, Frankenthal Blanc, Gemeine Traube, Geschlachter Burger, Gonais Blanc, Gouais Blanc, Grobburger, Grobe, Grobriesling, Gros Blanc, Grossriesler, Grossriesling, Hartalbe, Haussard, Herblink, Heunisch Gruen, Isodora Brachybus, Klaemmer, Kleinbeer, Kleinbeere, Kleinberger, Klember, Klemmer, Klemplich, Kratkopeccelj, Kristaller, Kristeller, Kurzstingel, Kurzstingl, Kurzstingler, Le Gros, Luttenbershna, Marmont Vert, Marmot, Mehlweisse, Morawka, Mouillet, Naesslinger, Nuernberger Zaeh, Nuesslinger, Pecek, Pezhech, Pezhek, Plant Commun, Plant Madame, Raifrench, Rauhelbene, Reinfransch, Rheinalben, Rheinelbe, Seretonina, Silberweiss, Silvaner Weiss, Spizelbe, Srebonina, Suessgrober, Suessgrobes, Sussgrober, Tarant Bily, Tarant De Boheme, Verdin Blanc, Vert Blanc, Vert Doux, Weissalbe, Weisselben, Weisselbling, Weisser Dickelbling, Weisser Elbling, Weisser Sylvaner, Welsche, Welschel;White
Emerald Riesling;California 1139 E 29, Emerald Rizling, and Riesling Izumrudnii;White
Emir Karasi;;White
Encruzado;Salgueirinho;White
Erbaluce;Alba Lucenti, Albaluce, Albe Lucenti, Ambra, Bianc Rousti, Bianchera, Bianco Rusti, Erba Luce, Erbaluce bianca, Erbalucente, Erbalucente bianca, Erbalus, Erbcalon, Greco Novarese, Repcalon, Trebbiano Gentile, Trebbiano Perugino, Trebbiano Verde dell'Umbria, Uva Rustia, Uva Rustica, and Vernazza di Gattinara;White
Esquitxagos;;White
Escanyavella;;White
Ezerjó;Biella, Budai Feher, Budicsin, Budicsina, Cirfondli, Ezer Jo, Feher Bakator, Feher Budai, Feher Sajgo, Feher Szagos, Frank, Kerekes, Kolmreifer, Kolmreifler, Konreifler, Korpavai, Korponai, Korponoi, Matyok, Predobre, Refosco, Refosco Weiss, Romandi, Satoki, Scheinkern, Scheinkernweiss, Shaikern, Staloci, Szadocsina, Szadoki, Szatoki, Szatoky, Tausendfachgute, Tausendgerte, Tausendgut, Tausendgute, and Trummertraube;White
Faber / Faberrebe;;White
Falanghina;Biancazita, Biancozita, Biancuzita, Falanchina, Falanchina Bianca, Falanghina Verace, Falenghina, Falernina, Falerno Veronese, Fallanchina, Fallanghina, Folanghina, Montecalvo, Montellese, and Uva Falerna;White
False Pedro / Pedro Luis / Cañocazo;;White
Farana;;White
Favorita;;White
Fernao Pires / Fernão Pires;Camarate, Fernam Pires, Fernan Piriz, Fernão Pirão, Fernao Pires, Fernão Pires do Beco, Gaeiro, Gaieiro, Maria Gomes, and Molinha;White
Ferral;;White
Fetească albă / Fetiaska / Leànyka;Baratik, Bulgarien Feteasca, Devcenco Hrozno, Devicii Belii, Dievcenske Hrozno, Dievcie Hrozno, Divci Hrozen, Fehér Leányka, Feniaska Belaii, Fetiasca Alba, Fetiasca Belii, Fetiaska Alba, Fetisoara, Fetjaska Belaja, Fetyaska, Fetyaska Belaya, Fetyaska Koroleva, Fetysare, Janyszölde, Jányszőlő, Kanigl Weiss, Lányszőlő, Leanicazea, Leanika, Leánka, Leány Szőlő, Leányka, Leanyszölde, Leányszőlő, Lyan Szölö, Mädchentraube, Medhentraube, Paparyaska, Parsaryaska, Pasareasca Alba, Pasarjaska, Peseryaska, Poama Fetei, Poama Fetei Alba, Poama Pasareasca, Roszas Leányka, Rumänien Feteasca, Udssr Fetjaska, Ungarn Leanyka, Varatik;White
Fetească regală;Danasana, Danesana, Danosi, Danosi Leányka, Dunesdorfer Königsast, Dunesdörfer Königsast, Dunnesdiorfer, Erdei Sárga, Feteasca Corolevscaia, Feteasca de Danes, Feteasca Korolevskaia, Feteasca Muscatnaia, Feteasca Muskatnaia, Feteasca Regola, Galbena de Ardeal, Galbena di Ardeal, Kenigrast, Kiraileanka, Királyleányka, Königliche Mädchentraube, Königsast, Königstochter, Konigsast, Kralovska Leanka, Pesecka Leanka;White
Fiano;Apiana, Apiano, Fiana, Fiano di Avellino, Fiore Mendillo, Foiano, Latina Bianca, Latina Bianca di Barletta, Latino, Latino Bianco, Minutola, Minutolo, and Santa Sofia;White
Fié / Fiét / Fié gris;;White
Findling;;White
Flora;;White
Fologosão;;White
Folle blanche / Gros Plant / Piquepoult;Amounedat, Bordelais, Bouillon, Burageat, Came Braque, Camobraque, Canut, Canut du Lot et Garonne, Chalosse blanche (in the Gers and Landes region), Chalot, Dame blanc, Dame blanche (in the Lot-et-Garonne region), Damery, Engreat blanc, Enrachat, Enragé (in the Gironde), Enrageade, Enrageat (in the Gironde), Enrageat blanc, Feher Folle, Fol, Fol Belyi, Folle (in the Charente), Folle De Bordeaux, Fou, Fütterer, Grais, Grais Bouillon, Gros Meslier, Gros Plant (in the Pay Nantais and Vendée), Grosse Blanquette, Grosse Chalosse, Matza Zuri (in País Vasco), Mendic, Mendik, Mondic, Mune Mahatsa (in País Vasco), Petit Verjus, Pic Pouille blanc, Picpouille, Picpoul, Picpoule, Picpoult d’Armagnac, Picpout, Picquepouille, Piquepoul (in Gascony), Piquepoul du Gers (in Lot-et-Garonne), Piquepoult, Piquepout, Plant de Dame, Plant de Madame, Plant de Madone, Pochelle blanche, Rebauche, Rochelle blanc, Rochelle blanche, Rochelle verte, Roumain, Taloche du Lot, Talosse, and Ugne blanche;White
Forastera;Ferestiera, Forastera blanca, Forastiera, Forestera, Forestiera, Forestiero, Frastera, Furastera, Furastiera and Uva dell'Isola (on the island of Procida);White
Forastera (Spanish grape);;White
Francavida;;White
Francusa;;White
Freisamer / Freiburger;Freiburg 25-1 or Fr 25-1 and the synonym Freiburger;White
Fromenteau;;White
Furmint / Mosler / Sipon;Allgemeiner, Alte Sestrebe, Arany Furmint, Beregi Furmint, Bieli Moslavac, Biharboros, Bihari Boros, Budai Goher, Cimigera, Csapfner, Csillagviraga Furmint, Damzemy, Demjen, Domjen, Edelweisser Tokayer, Edler weisser Furmint, Féher Furmint (in Tokaj), Formint, Formont, Fourminte, Furmint bianco, Furmint de Minis, Furmint Féher, Furmint Szagos, Furmint Valtozo, Gelber Moster, Gemeiner, Görgeny, Görin, Goher Féher, Gorin, Grasă de Cotnari, Holyagos Furmint, Jardanszki Furmint, Keknyelü, Keresztesevelu Furmint, Kiraly Furmint, Krhkopetec, Lazafürtű Furmint (in Tokaj), Ligetes Furmint, Luttenberger, Madarkas Furmint, Mainak, Maljak, Malmsey, Malnik, Malvasia verde, Malvoisie verte, Malzak, Mehlweiss, Moscavac bijeli, Moslavac, Moslavac bijeli, Moslavac zuti, Moslavina, Mosler (in Austria), Mosler gelb, Mosler gelber, Moslertraube, Moslovac (in Croatia), Moslovez, Nemes Furmint, Poam Grasa, Poma Grasa, Poshipon, Pošip, Pošipbijeli, Pošipveliki, Pošip Vrgonski, Posipel, Posipon, Pospisel, Rongyos Furmint, Salver, Sari Furmint, Sauvignon Vert, Schimiger, Schmiger, Seestock, Seeweinrebe, Shipo, Shipon, Shiponski, Sipelj, Šipon (in Slovenia and northern Croatia), Som (in Transylvania), Som shipo, Somszölö, Szala, Szalai, Szalai janos, Szalay Göreny, Szegszolo, Szegzölö, Szigethy Szöllö, Szigeti, Toca, Toca Tokai, Tokai Krupnyi, Tokaiskii, Tokaisky, Tokaijer, Tokay (in France), Tokayer, Ungarische, Weisslabler, Weisslauber, Zapfete, Zapfner, Zopfner (in Germany) and Zilavka;White
Galego Dourado;;White
Garganega / Grecanico / Grecanio;D'Oro, Decanico, Dorana di Venetia, Garganega Comune, Garganega di Gambellara, Garganega Gentile, Garganega Grossa, Garganega Piramidale, Garganega Veronese, Gracanico Dorato, Grecani, Grecanico, Grecanico Bianco, Grecanico Dorato, Grecanicu Biancu, Grecanio, Greccanico, Lizzara, Malvasia de Manresa, Ora, Oro, Ostesa, Ostesona, and Recanicu;White
Garnacha blanca / Grenache blanc;Belan, Feher Grenache, Garnacha blanca (Spanish), Garnatxa blanca (Catalan), Vernatxa blanca (Catalan) in Tierras del Ebro,[5] Rool Grenache, Silla blanc, Sillina blanc[6] and White Grenache;White
Gewürztraminer / Tramini / Traminac;Auvernas rouge, Blanc brun, Blanc Court, Bon blanc, Christkindeltraube, Christkindlestraube, Clevener, Clevner, Crevena Ruziva, Crovena Ruzica, Dišeči Traminec, Dreimaenner, Dreimannen, Dreipfennigholz, Drumin, Drumin Ljbora, Duret rouge, Edeltraube, Fermentin rouge, Fleischroth, Fleischweiner, Formentin rouge, Fourmenteau rouge, Frencher, Fromente, Fromenteau, Fűszeres, Fűszeres Tramini, Gentil Rose Aromatique, Gentil-duret rouge, Gentile blanc, Gertie, Gewuerztraminer, Gringet, Gris rouge, Haiden, Kirmizi Traminer, Klaebinger, Klaevner, Kleinbraun, Kleinwiener, Livora, Livora Cervena, Mala Dinka, Marzimmer, Mirisavi Traminac, Nature, Nature rose, Noble rose, Nuernberger Rot, Pinat Cervena, Piros Tramini, Plant Paien, Princ Cerveny, Princt Cervena, Princt Cerveny, Ranfoliza, Rosentraminer, Rotclevner, Rotedel, Roter Nuerberger, Roter Nuernberger, Roter Traminer, Rotfranken, Rothklauser, Rothweiner, Rothwiener, Rotklaevler, Rotklaevner, Rotklevner, Rousselet, Runziva, Rusa, Ruska, Ryvola, Salvagnin, Sauvagnin, Savagnin, Savagnin jaune, Savagnin Rosa Aromatique, Savagnin rose, Savagnin Rose Aromatique, Savagnin Rose Musque, St Klauser, Termeno Aromatico, Tramin Cerveny, Tramin Korenny, Traminac Crveni, Traminac Diseci, Traminac mirisavi (Croatian), Traminac Mirisavi Crveni, Traminac Sivi, Traminec, Traminer, Traminer Aromatico, Traminer Epice, Traminer Musque, Traminer Parfume, Traminer rosa, Traminer Rose Aromatique, Traminer Rot, Traminer Rozovyi, Tramini Piros and Trammener;White
Girgentina;Ghirghentina, Insolja tal-Girgenti;White
Giró blanc;Giró blanco and Giró Roz;White
Gloria;;White
Godello;Agodello, Agodenho, Agudanho, Agudelha, Agudelho, Agudello, Agudelo, Agudenho, Berdello, Godelho, Godella, Godenho, Ojo de Gallo and Trincadente;White
Goldburger;Klosterneuburg 16-8 and Orangeriesling;White
Goldriesling;Goldmuskat, Riesling Doré, Riesling Khativ and Risling Zolotistyi;White
Gouais blanc;Absenger, Bauernweinbeer, Bauernweinbeere Weiss, Bauernweintraube, Debela, Drobna, Best's N°4, Blanc De Serres, Boarde, Bogatyur, Bon Blanc, Bordenauer, Borzenauer, Bouillan, Bouillaud, Bouilleaud, Bouillen, Bouillenc, Bourgeois, Bourguignon, Branestraube, Branne, Burgegger Weiss, Burger, Cagnas, Cagnou, Champagner Langstielig, Colle, Coulis, Dickweisser, Dickwiss, Enfarine Blanc, Esslinger, Figuier, Foirard Blanc, Frankenthaler, Gau, Gauche Blanc, Geuche Blanc, Goe, Goet, Gohet, Goi, Goin, Goix, Got, Gouai, Gouais Jaune, Gouais Long, Gouais Rond, Gouas, Gouaulx, Gouay, Gouche, Gouche Blanche, Goue, Gouest, Gouest Sauge, Gouet Blanc, Gouette, Gouge, Gouget Blanc, Gouillaud, Gouis De Mardeuil, Gousse, Grauhuensch, Grobe, Grobes, Grobheunisch, Grobweine, Grobweisse, Gros Blanc, Grünling, Guay Jaune, Gueche Blanc, Guest Salviatum, Gueuche Blanc, Guillan, Guinlan, Guy, Guy Blanc, Gwaess, Harthuensch, Hartuensch, Heinisch, Heinish, Heinsch, Heinschen Weiss, Hennische Weiss, Hensch, Heunisch Blanc, Heunisch Weisser, Heunischtraube, Heunish Weiss, Heunsch, Heunscher, Heunschler, Heunschlir, Hinschen, Hinschene, Hintsch, Huensch, Huenschene, Huentsch, Hunnentraube, Hunsch, Hunschrebe, Huntsch, Hyntsch, Issal, Issol, Kleinbeer, Kleinberger, Laxiertraube, Lombard Blanc, Luxiertraube, Mehlweisse, Mehlweisse Gruen, Mendic, Moreau Blanc, Mouillet, Nargouet, Pendrillart Blanc, Petit Gouge, Pichons, Plant De Sechex, Plant Madame, Plant Seche, President, Regalaboue, Riesling Grob, Rous Hette, Roussaou Blanc, Rudeca Saboule Boey, Sadoule Boey, Sadoulo Bouyer, Seestock Grob, Tejer Szozeloe, Thalburger, Trompe Bouvier, Trompe Valet, Verdet, Verdin Blanc, Vionnier, Weisse Traube, Weisser Heunisch, Weissgrobe, Weissheinsch, Weissstock, Weisstock, Wippacher, Zoeld Hajnos;White
Graisse / Plant de Graisse;Blanquette, Blanquette grise, Cargo saoumo, Cargo saumo, Chalosse, Cholosse, Clairette égreneuse, Cotiblanc, Cotilblanc, Gras, Gras blanc, Grecho, Gros blanc, Jalosse, Mendic, Plant de graisse, Plant de Grecho, Plant de Mun, Président, Ramassaou blanc, Ramassou blanc, Taloche, Tizourine bou-aferara blanc and Tizourine bou-afrara;White
Grasă de Cotnari;Kövérszőlő, Resertraube;White
Grechetto;Greca del Piemonte, Grecherello, Grechetto bianco, Grechetto di Todi, Grechetto Nostrale, Greco, Greco bianco di Perugia, Greco Gentile, Greco Spoletino, Montanarino Bianco, Montanaro, Occhietto, Pignoletto, Pistillo, Pizzinculo, Pocinculo, Pulce, Pulcincolo, Pulcinculo bianco, Pulcinculu, Pulcinella, Stroppa Volpe, Strozza Volpe, Strozzavolpe, and Uva di San Marino;White
Greco bianco;Balsamina Bianca, Biancame, Greco Biondello, Greco Castellano, Greco delle Torre, Greco del Vesuvio, Greco di Gerace, Greco di Napoli, Greco di Tufo, Greco Maceratino, Greco Moneccio, Grecula, Grecu Niuru, Grieco, Gieco, Grecau, Montecchiese, Morbidella, Ragusano Bianco, Sambiase, and Verdicchio near;White
Green Hungarian;Aramon du Nord, Bela Pelesovna, Bela Selenika, Belline, Bockseckel, Butschera, Elender, Glockauer, Grüne (Selena) Pelesovna, Gyöngy Szölö, Gyöngyszölö, Heinisch Rot, Hinschen Weiss, Lelt Szoeloe, Misera, Perlentraube, Putchir, Putscheere Bleu, Putscher, Putzcheere, Putzscheere, Raifler, Rothinsch, Rothreifler, Sauerlamper, Talburger, Tokauer, Tokayer, Treitsche, Ungar, Weisser Tokayer, and Zuti Krhkopetec;White
